,0.01,0.05,0.1,0.5,1.0,1.5,2.0,2.5,3.0
validate-log,0.10516573472862384,0.1060512122693575,0.09986767934150807,0.09986419476760011,0.1018624164045841,0.10244758172396386,0.10184240464870932,0.10284130684643979,0.10231436074832127
extract-basic-stats,0.03335112934388266,0.027640349616385573,0.030661388465679295,0.0307635763274122,0.030811121423592557,0.030595923147016313,0.03175491393524116,0.03130976876761213,0.031366644788508424
extract-successes,0.06560030166991808,0.06563737682946828,0.07686366766844406,0.07081177018769368,0.07491198911347802,0.06959632536405293,0.07570038721442715,0.07613787571020743,0.07470077543363775
extract-success-stats,0.055046243096374826,0.05249321349333649,0.05591243959880293,0.06308558451439543,0.055645462628406604,0.057412869633269914,0.06409639685373342,0.06101661635500274,0.06438228726853709
validate-video,0.22332641534815675,0.22387951084445645,0.24043455430417993,0.23473837604123107,0.24096079621031338,0.22322237123997066,0.21912052443545862,0.23372303997486388,0.24086317609712596
cut-video,0.15335394316190126,0.12115079682086807,0.16398701483738576,0.14578406715281395,0.13035667246984287,0.12161967031685755,0.12316610227864919,0.13139468379839225,0.12333572982138816
merge-videos,0.07055334119608661,0.05804324539377943,0.06244669941894482,0.04869233484449485,0.06465211700407478,0.05922663540045888,0.06170381041303793,0.06939451613836493,0.07670538704895954
validate-video-face-recog,0.18759368297553317,0.16391754725089153,0.16888436918156036,0.1776306815039169,0.20396713734860847,0.20434467031876039,0.20378239278840501,0.20578489552250337,0.2043632043012306
transform-video,0.16920015095993615,0.16573764844115957,0.17003596779264954,0.17283037757078248,0.16818751324796066,0.16961474172530908,0.16492349325238967,0.16222959548355698,0.16339446005582559
detect-faces,0.12713167112846488,0.13815681303690105,0.12149073496956746,0.13980398956202852,0.11457193173746139,0.12176382416248295,0.13816081354550272,0.11260881827810043,0.12760850298835533
mark-faces,0.049988356672170775,0.061659249134281474,0.04733721759590859,0.04130291403300194,0.04799909951457192,0.05491207461686274,0.07243368086101075,0.04640665246867711,0.04448823064876296
